customer_key,customer_id,first_name,last_name,email
202,1,103,GLADYS,HAMILTON
203,1,104,RITA,GRAHAM
204,1,105,DAWN,SULLIVAN
205,1,106,CONNIE,WALLACE
206,1,107,FLORENCE,WOODS
207,1,108,TRACY,COLE
208,2,109,EDNA,WEST
209,2,110,TIFFANY,JORDAN
210,1,111,CARMEN,OWENS
211,2,112,ROSA,REYNOLDS
212,2,113,CINDY,FISHER
213,2,114,GRACE,ELLIS
214,1,115,WENDY,HARRISON
215,1,116,VICTORIA,GIBSON
216,1,117,EDITH,MCDONALD
217,1,118,KIM,CRUZ
218,1,119,SHERRY,MARSHALL
219,2,120,SYLVIA,ORTIZ
220,1,121,JOSEPHINE,GOMEZ
221,1,122,THELMA,MURRAY
222,2,123,SHANNON,FREEMAN
223,1,124,SHEILA,WELLS
224,1,125,ETHEL,WEBB
225,1,126,ELLEN,SIMPSON
226,2,127,ELAINE,STEVENS
227,1,128,MARJORIE,TUCKER
228,1,129,CARRIE,PORTER
229,1,130,CHARLOTTE,HUNTER
230,2,131,MONICA,HICKS
231,2,132,ESTHER,CRAWFORD
232,1,133,PAULINE,HENRY
233,1,134,EMMA,BOYD
234,2,135,JUANITA,MASON
235,2,136,ANITA,MORALES
236,2,137,RHONDA,KENNEDY
237,1,138,HAZEL,WARREN
238,1,139,AMBER,DIXON
239,1,140,EVA,RAMOS
240,1,141,DEBBIE,REYES
241,1,142,APRIL,BURNS
242,1,143,LESLIE,GORDON
243,1,144,CLARA,SHAW
244,1,145,LUCILLE,HOLMES
245,1,146,JAMIE,RICE
246,2,147,JOANNE,ROBERTSON
247,1,148,ELEANOR,HUNT
248,1,149,VALERIE,BLACK
249,2,150,DANIELLE,DANIELS
250,2,151,MEGAN,PALMER
251,1,152,ALICIA,MILLS
252,2,153,SUZANNE,NICHOLS
253,2,154,MICHELE,GRANT
254,1,155,GAIL,KNIGHT
255,1,156,BERTHA,FERGUSON
256,2,157,DARLENE,ROSE
257,1,158,VERONICA,STONE
258,1,159,JILL,HAWKINS
259,2,160,ERIN,DUNN
260,1,161,GERALDINE,PERKINS
261,2,162,LAUREN,HUDSON
262,1,163,CATHY,SPENCER
263,2,164,JOANN,GARDNER
264,2,165,LORRAINE,STEPHENS
265,1,166,LYNN,PAYNE
266,2,167,SALLY,PIERCE
267,1,168,REGINA,BERRY
268,2,169,ERICA,MATTHEWS
269,1,170,BEATRICE,ARNOLD
270,2,171,DOLORES,WAGNER
271,1,172,BERNICE,WILLIS
272,1,173,AUDREY,RAY
273,2,174,YVONNE,WATKINS
274,1,175,ANNETTE,OLSON
275,1,176,JUNE,CARROLL
276,2,177,SAMANTHA,DUNCAN
277,2,178,MARION,SNYDER
278,1,179,DANA,HART
279,2,180,STACY,CUNNINGHAM
280,2,181,ANA,BRADLEY
281,1,182,RENEE,LANE
282,2,183,IDA,ANDREWS
283,1,184,VIVIAN,RUIZ
284,1,185,ROBERTA,HARPER
285,2,186,HOLLY,FOX
286,2,187,BRITTANY,RILEY
287,1,188,MELANIE,ARMSTRONG
288,1,189,LORETTA,CARPENTER
289,2,190,YOLANDA,WEAVER
290,1,191,JEANETTE,GREENE
291,1,192,LAURIE,LAWRENCE
292,2,193,KATIE,ELLIOTT
293,2,194,KRISTEN,CHAVEZ
294,1,195,VANESSA,SIMS
295,1,196,ALMA,AUSTIN
296,2,197,SUE,PETERS
297,2,198,ELSIE,KELLEY
298,2,199,BETH,FRANKLIN
299,2,200,JEANNE,LAWSON
300,1,201,VICKI,FIELDS
301,2,202,CARLA,GUTIERREZ
302,1,203,TARA,RYAN
303,1,204,ROSEMARY,SCHMIDT
304,2,205,EILEEN,CARR
305,1,206,TERRI,VASQUEZ
306,1,207,GERTRUDE,CASTILLO
307,1,208,LUCY,WHEELER
308,2,209,TONYA,CHAPMAN
309,2,210,ELLA,OLIVER
310,1,211,STACEY,MONTGOMERY
311,2,212,WILMA,RICHARDS
312,1,213,GINA,WILLIAMSON
313,1,214,KRISTIN,JOHNSTON
314,2,215,JESSIE,BANKS
315,1,216,NATALIE,MEYER
316,2,217,AGNES,BISHOP
317,1,218,VERA,MCCOY
318,2,219,WILLIE,HOWELL
319,2,220,CHARLENE,ALVAREZ
320,1,221,BESSIE,MORRISON
321,2,222,DELORES,HANSEN
322,1,223,MELINDA,FERNANDEZ
323,2,224,PEARL,GARZA
324,1,225,ARLENE,HARVEY
325,2,226,MAUREEN,LITTLE
326,1,227,COLLEEN,BURTON
327,2,228,ALLISON,STANLEY
328,1,229,TAMARA,NGUYEN
329,2,230,JOY,GEORGE
330,1,231,GEORGIA,JACOBS
331,2,232,CONSTANCE,REID
332,2,233,LILLIE,KIM
333,1,234,CLAUDIA,FULLER
334,1,235,JACKIE,LYNCH
335,1,236,MARCIA,DEAN
336,1,237,TANYA,GILBERT
337,1,238,NELLIE,GARRETT
338,2,239,MINNIE,ROMERO
339,1,240,MARLENE,WELCH
340,2,241,HEIDI,LARSON
341,1,242,GLENDA,FRAZIER
342,1,243,LYDIA,BURKE
343,2,244,VIOLA,HANSON
344,1,245,COURTNEY,DAY
345,1,246,MARIAN,MENDOZA
346,1,247,STELLA,MORENO
347,1,248,CAROLINE,BOWMAN
348,2,249,DORA,MEDINA
349,2,250,JO,FOWLER
350,2,251,VICKIE,BREWER
351,2,252,MATTIE,HOFFMAN
352,1,253,TERRY,CARLSON
353,2,254,MAXINE,SILVA
354,2,255,IRMA,PEARSON
355,2,256,MABEL,HOLLAND
356,2,257,MARSHA,DOUGLAS
357,1,258,MYRTLE,FLEMING
358,2,259,LENA,JENSEN
359,1,260,CHRISTY,VARGAS
360,1,261,DEANNA,BYRD
361,2,262,PATSY,DAVIDSON
362,1,263,HILDA,HOPKINS
363,1,264,GWENDOLYN,MAY
364,2,265,JENNIE,TERRY
365,2,266,NORA,HERRERA
366,1,267,MARGIE,WADE
367,1,268,NINA,SOTO
368,1,269,CASSANDRA,WALTERS
369,1,270,LEAH,CURTIS
370,1,271,PENNY,NEAL
371,1,272,KAY,CALDWELL
372,2,273,PRISCILLA,LOWE
373,1,274,NAOMI,JENNINGS
374,2,275,CAROLE,BARNETT
375,1,276,BRANDY,GRAVES
376,2,277,OLGA,JIMENEZ
377,2,278,BILLIE,HORTON
378,2,279,DIANNE,SHELTON
379,2,280,TRACEY,BARRETT
380,2,281,LEONA,OBRIEN
381,2,282,JENNY,CASTRO
382,1,283,FELICIA,SUTTON
383,1,284,SONIA,GREGORY
384,1,285,MIRIAM,MCKINNEY
385,1,286,VELMA,LUCAS
386,2,287,BECKY,MILES
387,1,288,BOBBIE,CRAIG
388,1,289,VIOLET,RODRIQUEZ
389,1,290,KRISTINA,CHAMBERS
390,1,291,TONI,HOLT
391,2,292,MISTY,LAMBERT
392,2,293,MAE,FLETCHER
393,2,294,SHELLY,WATTS
394,1,295,DAISY,BATES
395,2,296,RAMONA,HALE
396,1,297,SHERRI,RHODES
397,1,298,ERIKA,PENA
398,2,299,JAMES,GANNON
399,1,300,JOHN,FARNSWORTH
400,2,301,ROBERT,BAUGHMAN
401,1,302,MICHAEL,SILVERMAN
402,2,303,WILLIAM,SATTERFIELD
403,2,304,DAVID,ROYAL
404,1,305,RICHARD,MCCRARY
405,1,306,CHARLES,KOWALSKI
406,2,307,JOSEPH,JOY
407,1,308,THOMAS,GRIGSBY
408,1,309,CHRISTOPHER,GRECO
409,2,310,DANIEL,CABRAL
410,2,311,PAUL,TROUT
411,2,312,MARK,RINEHART
412,2,313,DONALD,MAHON
413,1,314,GEORGE,LINTON
414,2,315,KENNETH,GOODEN
415,1,316,STEVEN,CURLEY
416,2,317,EDWARD,BAUGH
417,1,318,BRIAN,WYMAN
418,2,319,RONALD,WEINER
419,2,320,ANTHONY,SCHWAB
420,1,321,KEVIN,SCHULER
421,1,322,JASON,MORRISSEY
422,2,323,MATTHEW,MAHAN
423,2,324,GARY,COY
424,1,325,TIMOTHY,BUNN
425,1,326,JOSE,ANDREW
426,2,327,LARRY,THRASHER
427,2,328,JEFFREY,SPEAR
428,2,329,FRANK,WAGGONER
429,1,330,SCOTT,SHELLEY
430,1,331,ERIC,ROBERT
431,1,332,STEPHEN,QUALLS
432,2,333,ANDREW,PURDY
433,2,334,RAYMOND,MCWHORTER
434,1,335,GREGORY,MAULDIN
435,1,336,JOSHUA,MARK
436,1,337,JERRY,JORDON
437,1,338,DENNIS,GILMAN
438,2,339,WALTER,PERRYMAN
439,1,340,PATRICK,NEWSOM
440,1,341,PETER,MENARD
441,1,342,HAROLD,MARTINO
442,1,343,DOUGLAS,GRAF
443,1,344,HENRY,BILLINGSLEY
444,1,345,CARL,ARTIS
445,1,346,ARTHUR,SIMPKINS
446,2,347,RYAN,SALISBURY
447,2,348,ROGER,QUINTANILLA
448,2,349,JOE,GILLILAND
449,1,350,JUAN,FRALEY
450,1,351,JACK,FOUST
451,1,352,ALBERT,CROUSE
452,1,353,JONATHAN,SCARBOROUGH
453,2,354,JUSTIN,NGO
454,2,355,TERRY,GRISSOM
455,2,356,GERALD,FULTZ
456,1,357,KEITH,RICO
457,2,358,SAMUEL,MARLOW
458,2,359,WILLIE,MARKHAM
459,2,360,RALPH,MADRIGAL
460,2,361,LAWRENCE,LAWTON
461,1,362,NICHOLAS,BARFIELD
462,2,363,ROY,WHITING
463,1,364,BENJAMIN,VARNEY
464,2,365,BRUCE,SCHWARZ
465,1,366,BRANDON,HUEY
466,1,367,ADAM,GOOCH
467,1,368,HARRY,ARCE
468,2,369,FRED,WHEAT
469,2,370,WAYNE,TRUONG
470,1,371,BILLY,POULIN
471,2,372,STEVE,MACKENZIE
472,1,373,LOUIS,LEONE
473,2,374,JEREMY,HURTADO
474,2,375,AARON,SELBY
475,1,376,RANDY,GAITHER
476,1,377,HOWARD,FORTNER
477,1,378,EUGENE,CULPEPPER
478,1,379,CARLOS,COUGHLIN
479,1,380,RUSSELL,BRINSON
480,2,381,BOBBY,BOUDREAU
481,2,382,VICTOR,BARKLEY
482,1,383,MARTIN,BALES
483,2,384,ERNEST,STEPP
484,1,385,PHILLIP,HOLM
485,1,386,TODD,TAN
486,2,387,JESSE,SCHILLING
487,2,388,CRAIG,MORRELL
488,1,389,ALAN,KAHN
489,1,390,SHAWN,HEATON
490,1,391,CLARENCE,GAMEZ
491,2,392,SEAN,DOUGLASS
492,1,393,PHILIP,CAUSEY
493,2,394,CHRIS,BROTHERS
494,2,395,JOHNNY,TURPIN
495,1,396,EARL,SHANKS
496,1,397,JIMMY,SCHRADER
497,1,398,ANTONIO,MEEK
498,1,399,DANNY,ISOM
499,2,400,BRYAN,HARDISON
500,2,401,TONY,CARRANZA
501,1,402,LUIS,YANEZ
502,1,403,MIKE,WAY
503,2,404,STANLEY,SCROGGINS
504,1,405,LEONARD,SCHOFIELD
505,1,406,NATHAN,RUNYON
506,1,407,DALE,RATCLIFF
507,1,408,MANUEL,MURRELL
508,2,409,RODNEY,MOELLER
509,2,410,CURTIS,IRBY
510,1,411,NORMAN,CURRIER
511,2,412,ALLEN,BUTTERFIELD
512,2,413,MARVIN,YEE
513,1,414,VINCENT,RALSTON
514,1,415,GLENN,PULLEN
515,2,416,JEFFERY,PINSON
516,1,417,TRAVIS,ESTEP
517,2,418,JEFF,EAST
518,1,419,CHAD,CARBONE
519,1,420,JACOB,LANCE
520,1,421,LEE,HAWKS
521,1,422,MELVIN,ELLINGTON
522,2,423,ALFRED,CASILLAS
523,2,424,KYLE,SPURLOCK
524,2,425,FRANCIS,SIKES
525,1,426,BRADLEY,MOTLEY
526,2,427,JESUS,MCCARTNEY
527,2,428,HERBERT,KRUGER
528,2,429,FREDERICK,ISBELL
529,1,430,RAY,HOULE
530,2,431,JOEL,FRANCISCO
531,1,432,EDWIN,BURK
532,1,433,DON,BONE
533,1,434,EDDIE,TOMLIN
534,2,435,RICKY,SHELBY
535,1,436,TROY,QUIGLEY
536,2,437,RANDALL,NEUMANN
537,1,438,BARRY,LOVELACE
538,2,439,ALEXANDER,FENNELL
539,1,440,BERNARD,COLBY
540,1,441,MARIO,CHEATHAM
541,1,442,LEROY,BUSTAMANTE
542,2,443,FRANCISCO,SKIDMORE
543,2,444,MARCUS,HIDALGO
544,1,445,MICHEAL,FORMAN
545,2,446,THEODORE,CULP
546,1,447,CLIFFORD,BOWENS
547,1,448,MIGUEL,BETANCOURT
548,2,449,OSCAR,AQUINO
549,1,450,JAY,ROBB
550,1,451,JIM,REA
551,1,452,TOM,MILNER
552,1,453,CALVIN,MARTEL
553,2,454,ALEX,GRESHAM
554,2,455,JON,WILES
555,2,456,RONNIE,RICKETTS
556,2,457,BILL,GAVIN
557,1,458,LLOYD,DOWD
558,1,459,TOMMY,COLLAZO
559,1,460,LEON,BOSTIC
560,1,461,DEREK,BLAKELY
561,2,462,WARREN,SHERROD
562,2,463,DARRELL,POWER
563,1,464,JEROME,KENYON
564,1,465,FLOYD,GANDY
565,1,466,LEO,EBERT
566,2,467,ALVIN,DELOACH
567,1,468,TIM,CARY
568,2,469,WESLEY,BULL
569,1,470,GORDON,ALLARD
570,1,471,DEAN,SAUER
571,1,472,GREG,ROBINS
572,2,473,JORGE,OLIVARES
573,2,474,DUSTIN,GILLETTE
574,2,475,PEDRO,CHESTNUT
575,1,476,DERRICK,BOURQUE
576,1,477,DAN,PAINE
577,1,478,LEWIS,LYMAN
578,1,479,ZACHARY,HITE
579,1,480,COREY,HAUSER
580,1,481,HERMAN,DEVORE
581,1,482,MAURICE,CRAWLEY
582,2,483,VERNON,CHAPA
583,1,484,ROBERTO,VU
584,1,485,CLYDE,TOBIAS
585,1,486,GLEN,TALBERT
586,2,487,HECTOR,POINDEXTER
587,2,488,SHANE,MILLARD
588,1,489,RICARDO,MEADOR
589,1,490,SAM,MCDUFFIE
590,2,491,RICK,MATTOX
591,2,492,LESTER,KRAUS
592,1,493,BRENT,HARKINS
593,2,494,RAMON,CHOATE
594,2,495,CHARLIE,BESS
595,2,496,TYLER,WREN
596,2,497,GILBERT,SLEDGE
597,1,498,GENE,SANBORN
598,2,499,MARC,OUTLAW
599,1,500,REGINALD,KINDER
600,1,501,RUBEN,GEARY
601,1,502,BRETT,CORNWELL
602,1,503,ANGEL,BARCLAY
603,1,504,NATHANIEL,ADAM
604,1,505,RAFAEL,ABNEY
605,2,506,LESLIE,SEWARD
606,2,507,EDGAR,RHOADS
607,2,508,MILTON,HOWLAND
608,1,509,RAUL,FORTIER
609,2,510,BEN,EASTER
610,1,511,CHESTER,BENNER
611,1,512,CECIL,VINES
612,2,513,DUANE,TUBBS
613,2,514,FRANKLIN,TROUTMAN
614,1,515,ANDRE,RAPP
615,2,516,ELMER,NOE
616,2,517,BRAD,MCCURDY
617,1,518,GABRIEL,HARDER
618,2,519,RON,DELUCA
619,2,520,MITCHELL,WESTMORELAND
620,2,521,ROLAND,SOUTH
621,2,522,ARNOLD,HAVENS
622,1,523,HARVEY,GUAJARDO
623,1,524,JARED,ELY
624,2,525,ADRIAN,CLARY
625,2,526,KARL,SEAL
626,1,527,CORY,MEEHAN
627,1,528,CLAUDE,HERZOG
628,2,529,ERIK,GUILLEN
629,2,530,DARRYL,ASHCRAFT
630,2,531,JAMIE,WAUGH
631,2,532,NEIL,RENNER
632,1,533,JESSIE,MILAM
633,1,534,CHRISTIAN,JUNG
634,1,535,JAVIER,ELROD
635,2,536,FERNANDO,CHURCHILL
636,2,537,CLINTON,BUFORD
637,2,538,TED,BREAUX
638,1,539,MATHEW,BOLIN
639,1,540,TYRONE,ASHER
640,2,541,DARREN,WINDHAM
641,2,542,LONNIE,TIRADO
642,1,543,LANCE,PEMBERTON
643,2,544,CODY,NOLEN
644,2,545,JULIO,NOLAND
645,1,546,KELLY,KNOTT
646,1,547,KURT,EMMONS
647,1,548,ALLAN,CORNISH
648,1,549,NELSON,CHRISTENSON
649,2,550,GUY,BROWNLEE
650,2,551,CLAYTON,BARBEE
651,2,552,HUGH,WALDROP
652,1,553,MAX,PITT
653,1,554,DWAYNE,OLVERA
654,1,555,DWIGHT,LOMBARDI
655,2,556,ARMANDO,GRUBER
656,1,557,FELIX,GAFFNEY
657,1,558,JIMMIE,EGGLESTON
658,2,559,EVERETT,BANDA
659,1,560,JORDAN,ARCHULETA
660,2,561,IAN,STILL
661,1,562,WALLACE,SLONE
662,2,563,KEN,PREWITT
663,2,564,BOB,PFEIFFER
664,2,565,JAIME,NETTLES
665,1,566,CASEY,MENA
666,2,567,ALFREDO,MCADAMS
667,2,568,ALBERTO,HENNING
668,2,569,DAVE,GARDINER
669,2,570,IVAN,CROMWELL
670,2,571,JOHNNIE,CHISHOLM
671,1,572,SIDNEY,BURLESON
672,1,573,BYRON,BOX
673,2,574,JULIAN,VEST
674,2,575,ISAAC,OGLESBY
675,2,576,MORRIS,MCCARTER
676,2,577,CLIFTON,MALCOLM
677,2,578,WILLARD,LUMPKIN
678,2,579,DARYL,LARUE
679,1,580,ROSS,GREY
680,1,581,VIRGIL,WOFFORD
681,2,582,ANDY,VANHORN
682,1,583,MARSHALL,THORN
683,2,584,SALVADOR,TEEL
684,1,585,PERRY,SWAFFORD
685,1,586,KIRK,STCLAIR
686,1,587,SERGIO,STANFIELD
687,1,588,MARION,OCAMPO
688,1,589,TRACY,HERRMANN
689,2,590,SETH,HANNON
690,1,591,KENT,ARSENAULT
691,1,592,TERRANCE,ROUSH
692,2,593,RENE,MCALISTER
693,1,594,EDUARDO,HIATT
694,1,595,TERRENCE,GUNDERSON
695,1,596,ENRIQUE,FORSYTHE
696,1,597,FREDDIE,DUGGAN
697,1,598,WADE,DELVALLE
698,2,599,AUSTIN,CINTRON
